CustomerID,Recency,Frequency,Monetary
17511,6,46,88166.0
16583,697,1,233.0
14298,90,45,50842.0
14119,,1,-20.0
17364,9,12,4469.0
15510,,1,250.0
15222,,1,585.0
17929,252,5,834.0
15122,,6,1623.0
13425,,3,1636.0
15121,,2,461.0
17856,120,6,1392.0
13043,37,2,474.0
13631,335,12,3022.0
15663,,1,138.0
15571,182,4,649.0
14908,,1,278.0
14412,243,3,764.0
15088,275,3,1144.0
18126,61,1,212.0
17520,,1,548.0
16848,,1,282.0
15677,,1,660.0
16207,,1,395.0
17835,151,3,350.0
12953,,1,332.0
15773,242,1,636.0
13436,120,1,198.0
